goos: darwin
goarch: arm64
pkg: github.com/bluetape4k/bluetape-go/compression
cpu: Apple M5
BenchmarkCompressorsDecompress/json/medium/zstd-10          	   22111	     54355 ns/op	 909.74 MB/s	         0.05610 compressed/original	      2774 compressed_bytes	  349513 B/op	      57 allocs/op
BenchmarkCompressorsDecompress/json/medium/lz4-10           	   84318	     14496 ns/op	3411.30 MB/s	         0.1695 compressed/original	      8384 compressed_bytes	  142060 B/op	      21 allocs/op
BenchmarkCompressorsDecompress/json/medium/snappy-10        	   48181	     24697 ns/op	2002.22 MB/s	         0.1336 compressed/original	      6605 compressed_bytes	  277552 B/op	      21 allocs/op
BenchmarkCompressorsDecompress/json/large/gzip-10           	    1958	    607222 ns/op	1295.58 MB/s	         0.07124 compressed/original	     56042 compressed_bytes	 2016309 B/op	      41 allocs/op
BenchmarkCompressorsDecompress/json/large/zlib-10           	    1629	    737640 ns/op	1066.52 MB/s	         0.07122 compressed/original	     56030 compressed_bytes	 2015697 B/op	      42 allocs/op
BenchmarkCompressorsDecompress/json/large/deflate-10        	    2220	    538558 ns/op	1460.77 MB/s	         0.07121 compressed/original	     56024 compressed_bytes	 2015605 B/op	      40 allocs/op
BenchmarkCompressorsDecompress/json/large/zstd-10           	    2526	    496186 ns/op	1585.51 MB/s	         0.05706 compressed/original	     44889 compressed_bytes	12336489 B/op	      91 allocs/op
BenchmarkCompressorsDecompress/json/large/lz4-10            	    6124	    189416 ns/op	4153.32 MB/s	         0.1612 compressed/original	    126791 compressed_bytes	 1684187 B/op	      28 allocs/op
BenchmarkCompressorsDecompress/json/large/snappy-10         	    4507	    267163 ns/op	2944.67 MB/s	         0.1378 compressed/original	    108383 compressed_bytes	 2121649 B/op	      29 allocs/op
BenchmarkCompressorsDecompress/text/small/gzip-10           	  213450	      5577 ns/op	 183.61 MB/s	         0.3115 compressed/original	       319.0 compressed_bytes	   43408 B/op	      10 allocs/op
BenchmarkCompressorsDecompress/text/small/zlib-10           	  208882	      5743 ns/op	 178.30 MB/s	         0.2998 compressed/original	       307.0 compressed_bytes	   42788 B/op	      11 allocs/op
BenchmarkCompressorsDecompress/text/small/deflate-10        	  216609	      5410 ns/op	 189.27 MB/s	         0.2939 compressed/original	       301.0 compressed_bytes	   42704 B/op	       9 allocs/op
BenchmarkCompressorsDecompress/text/small/zstd-10           	  141136	      8448 ns/op	 121.22 MB/s	         0.3027 compressed/original	       310.0 compressed_bytes	   15943 B/op	      42 allocs/op
BenchmarkCompressorsDecompress/text/small/lz4-10            	 2321049	       515.0 ns/op	1988.19 MB/s	         0.4355 compressed/original	       446.0 compressed_bytes	    3191 B/op	       9 allocs/op
BenchmarkCompressorsDecompress/text/small/snappy-10         	  200428	      6303 ns/op	 162.47 MB/s	         0.4326 compressed/original	       443.0 compressed_bytes	  149808 B/op	       9 allocs/op
BenchmarkCompressorsDecompress/text/medium/gzip-10          	   44406	     27189 ns/op	1807.82 MB/s	         0.03379 compressed/original	      1661 compressed_bytes	  163256 B/op	      32 allocs/op
BenchmarkCompressorsDecompress/text/medium/zlib-10          	   34005	     35333 ns/op	1391.12 MB/s	         0.03355 compressed/original	      1649 compressed_bytes	  162640 B/op	      33 allocs/op
BenchmarkCompressorsDecompress/text/medium/deflate-10       	   52377	     23081 ns/op	2129.54 MB/s	         0.03343 compressed/original	      1643 compressed_bytes	  162552 B/op	      31 allocs/op
BenchmarkCompressorsDecompress/text/medium/zstd-10          	   30966	     38871 ns/op	1264.50 MB/s	         0.02181 compressed/original	      1072 compressed_bytes	  301695 B/op	      56 allocs/op
BenchmarkCompressorsDecompress/text/medium/lz4-10           	  108712	     10995 ns/op	4470.34 MB/s	         0.05703 compressed/original	      2803 compressed_bytes	  133222 B/op	      21 allocs/op
BenchmarkCompressorsDecompress/text/medium/snappy-10        	   56098	     21374 ns/op	2299.65 MB/s	         0.08059 compressed/original	      3961 compressed_bytes	  269360 B/op	      21 allocs/op
BenchmarkCompressorsDecompress/text/large/gzip-10           	    3800	    317441 ns/op	2477.41 MB/s	         0.02681 compressed/original	     21083 compressed_bytes	 2008276 B/op	      39 allocs/op
BenchmarkCompressorsDecompress/text/large/zlib-10           	    2718	    445323 ns/op	1765.98 MB/s	         0.02679 compressed/original	     21071 compressed_bytes	 2007663 B/op	      40 allocs/op
BenchmarkCompressorsDecompress/text/large/deflate-10        	    4594	    247560 ns/op	3176.73 MB/s	         0.02679 compressed/original	     21065 compressed_bytes	 2007572 B/op	      38 allocs/op
BenchmarkCompressorsDecompress/text/large/zstd-10           	    3720	    358806 ns/op	2191.80 MB/s	         0.009397 compressed/original	      7390 compressed_bytes	11758707 B/op	      89 allocs/op
BenchmarkCompressorsDecompress/text/large/lz4-10            	    7777	    144067 ns/op	5458.80 MB/s	         0.04651 compressed/original	     36579 compressed_bytes	 1811783 B/op	      28 allocs/op
BenchmarkCompressorsDecompress/text/large/snappy-10         	    5232	    226421 ns/op	3473.32 MB/s	         0.07870 compressed/original	     61890 compressed_bytes	 2113458 B/op	      29 allocs/op
BenchmarkCompressorsDecompress/binary/small/gzip-10         	  144528	      8152 ns/op	 125.62 MB/s	         0.6221 compressed/original	       637.0 compressed_bytes	   43408 B/op	      10 allocs/op
BenchmarkCompressorsDecompress/binary/small/zlib-10         	  145750	      8249 ns/op	 124.13 MB/s	         0.6104 compressed/original	       625.0 compressed_bytes	   42788 B/op	      11 allocs/op
BenchmarkCompressorsDecompress/binary/small/deflate-10      	  150694	      7985 ns/op	 128.23 MB/s	         0.6045 compressed/original	       619.0 compressed_bytes	   42704 B/op	       9 allocs/op
